,price,area,latitude,longitude,bedrooms,bathrooms,balcony,status,new_or_old,parking,furnished_status,lift,type_of_building
3411,48000000,1129,19.070726,72.836127,3,4,0,1,0,0,0,0,1
3413,8000000,915,19.28217,72.87654,2,2,0,1,0,0,1,0,1
3414,15500000,705,19.180237,72.85541490000001,2,2,0,1,0,0,0,0,1
3415,13000000,900,19.2050017,72.86927109999999,2,2,0,1,0,0,1,0,1
3416,12500000,650,19.209943771362305,72.83087158203125,2,2,0,1,0,0,1,0,1
3417,12000000,1100,19.28217,72.87654,2,2,0,1,0,0,1,0,1
3422,10000000,1140,19.28217,72.87654,2,2,0,1,0,0,2,0,1
3423,25000000,750,19.074424,72.84962,2,2,1,1,0,1,-1,1,1
3424,14500000,1000,19.182524,72.848711,3,2,0,1,0,0,2,0,1
3425,35000000,1350,19.1173012,72.8840395,3,3,0,1,0,0,1,0,1
3426,8000000,600,19.0891213,72.88994659999999,3,4,0,1,0,0,0,0,1
3428,45000000,1600,19.0755095,72.8942727,3,3,0,1,0,0,2,0,1
3430,20000000,1200,18.96829605102539,72.83544921875,4,3,0,1,0,0,0,0,1
3431,15000000,600,19.0327996,72.89635679999999,2,2,0,1,0,0,1,0,1
3433,55000000,950,19.0166667,72.8166667,3,3,0,1,0,0,0,0,1
3434,8900000,875,19.3093926,72.8485939,2,2,0,1,0,0,2,0,1
3435,37500000,1251,19.047806100000003,72.868765,4,3,0,1,0,0,-1,0,1
3437,23000000,943,19.098213,72.885079,3,2,2,1,0,2,1,2,1
3438,15000000,980,19.2050017,72.86927109999999,2,2,0,-1,0,0,0,0,1
3439,40000000,958,18.97607,72.82728,2,2,2,1,0,2,1,2,1
3440,18500000,1050,19.156270000000003,72.83934,2,2,0,1,0,0,2,0,1
3441,19000000,800,19.1384391784668,72.81218719482422,2,2,1,1,0,1,0,1,1
3442,28000000,1450,19.0327996,72.89635679999999,3,2,1,1,0,1,0,1,1
3444,23000000,970,19.1297376,72.8291555,2,2,0,1,0,0,1,0,2
3445,18500000,1000,19.0327996,72.89635679999999,3,2,0,1,0,0,0,0,1
3446,40000000,1400,19.04720115661621,72.87222290039062,2,2,0,1,0,0,1,0,1
3447,14000000,950,19.2539332,72.8672448,2,2,0,1,0,0,2,0,1
3449,17000000,660,19.2335321,72.839198,2,2,0,1,0,0,1,0,1
3452,40000000,1000,18.95878,72.8229,2,2,0,1,0,0,2,0,1
3453,30000000,1050,19.2335321,72.839198,3,3,0,1,0,0,2,0,1
3456,29500000,1235,19.0480326,72.9146963,2,2,1,1,0,1,-1,1,1
3457,8000000,750,19.089580535888672,72.89778137207031,3,2,0,1,0,0,2,0,1
3458,25000000,1000,18.9463858,72.8349687,2,2,0,1,0,0,0,0,1
3459,20000000,850,19.14724,72.84012,2,2,0,1,0,0,-1,0,1
3460,6000000,610,19.4053281,72.7882785,2,2,0,1,0,0,1,0,1
3461,23000000,1200,19.068051,72.89605,3,3,0,1,0,0,-1,0,1
3462,4500000,870,19.39954,72.8604165,2,2,0,1,0,0,1,0,1
3463,10000000,800,19.217370000000003,72.83026,2,2,1,1,0,1,0,1,1
3464,23500000,705,19.060285,72.897688,2,2,0,1,0,0,-1,0,1
3466,13000000,680,19.0893,72.88604000000001,2,2,0,1,0,0,0,0,1
3468,3900000,900,19.3785922,72.8275321,2,2,0,1,0,0,0,0,1
3469,20000000,1000,19.1322925,72.8604097,2,2,2,1,0,2,1,2,1
3470,17000000,650,19.1405116,72.8421555,2,2,0,1,0,0,0,0,1
3472,35000000,1310,19.1746739,72.94310379999999,3,2,0,-1,0,0,0,0,2
3473,15000000,600,19.1154908,72.87269520000001,2,2,0,1,0,0,2,0,1
3474,22000000,644,19.0327996,72.89635679999999,2,2,0,1,0,0,-1,0,1
3475,32000000,972,19.12774,72.85263,3,2,0,1,0,0,1,0,1
3476,31000000,1050,19.0472012,72.8722249,2,2,0,1,0,0,1,0,1
3478,23000000,780,18.9988745,72.854548,2,3,0,1,0,0,1,0,1
3480,42500000,1222,19.1297376,72.8291555,3,2,0,1,0,0,0,0,1
3482,27500000,994,19.039754,72.860385,2,2,1,1,0,1,2,1,1
3484,14500000,675,19.2335321,72.839198,2,2,2,1,0,2,2,2,1
3485,15000000,825,19.2234933,72.833157,2,2,0,1,0,0,-1,0,1
3486,20000000,650,19.1297376,72.8291555,2,2,0,1,0,0,0,0,1
3487,8000000,920,19.29467,72.873467,2,2,0,1,0,0,2,0,1
3488,14000000,915,19.2273315,72.8637286,2,2,0,1,0,0,1,0,1
3491,6000000,1200,19.3104714,72.8452862,3,3,0,1,0,0,0,0,1
3493,21000000,850,19.043911,72.89877800000001,2,2,0,1,0,0,0,0,1
3494,22100000,920,19.2273315,72.8637286,2,2,0,1,0,0,2,0,2
3495,16000000,510,19.23413,72.86439,2,2,1,1,0,1,2,1,1
3498,20900000,1116,19.02222,72.866564,3,3,0,1,0,0,2,0,1
3499,22500000,798,19.0908063,72.90766690000001,2,2,0,1,0,0,2,0,1
3500,18000000,880,19.0327996,72.89635679999999,2,3,0,1,0,0,2,0,1
3501,13500000,610,19.0327996,72.89635679999999,2,2,0,1,0,0,1,0,1
3502,18000000,950,19.1889733,72.8220064,2,2,0,-1,0,0,1,0,1
3503,16000000,850,19.1184266,72.8958535,2,2,0,1,0,0,1,0,1
3504,26500000,986,19.143767800000003,72.8222722,2,2,0,1,0,0,-1,0,1
3505,34000000,1110,19.191749572753903,72.84693908691406,3,3,2,1,0,2,0,2,1
3506,12100000,950,19.2539332,72.8672448,2,2,0,1,0,0,2,0,1
3507,22500000,1000,19.081175,72.84143900000001,2,2,0,1,0,0,0,0,1
3510,6200000,650,19.14989,72.92631,2,2,1,1,0,1,0,1,1
3512,28500000,900,19.07907,72.907976,3,3,0,1,0,0,1,0,1
3514,15000000,697,19.1590077,72.86927109999999,2,2,0,1,0,0,2,0,1
3518,17000000,830,19.1746739,72.94310379999999,2,2,0,1,0,0,1,0,1
3519,42500000,775,19.055229,72.83082900000001,2,2,0,1,0,0,-1,0,1
3520,38000000,1300,19.18992,72.8444,3,3,0,1,0,0,2,0,1
3521,6500000,650,19.3693345,72.806127,2,2,0,-1,0,0,0,0,1
3522,21100000,860,19.1889733,72.8220064,2,2,0,1,0,0,-1,0,1
3525,25000000,865,19.081175,72.84143900000001,2,2,0,1,0,0,1,0,1
3526,50000000,1500,18.976855,72.80873199999999,2,2,0,1,0,0,1,0,1
3527,50000000,1800,19.056339263916016,72.91732025146484,4,3,1,1,0,1,1,1,1
3528,5000000,600,19.0979,72.86619,2,2,0,1,0,0,1,0,1
3529,17500000,714,19.07907,72.907976,2,2,0,1,0,0,1,0,1
3532,28500000,1380,19.14724,72.84012,3,3,0,1,0,0,2,0,1
3533,8720000,650,19.2539332,72.8672448,2,2,0,-1,0,0,1,0,1
3534,18000000,900,19.12579917907715,72.8448486328125,2,2,0,1,0,0,0,0,1
3535,22000000,800,19.180237,72.85541490000001,2,2,0,1,0,0,2,0,1
3536,40000000,705,19.1054406,72.8411208,2,2,0,1,0,0,2,0,1
3537,21000000,1000,19.2099437,72.83086920000001,2,2,0,1,0,0,1,0,1
3538,12500000,1050,19.289045,72.889831,2,2,0,1,0,0,1,0,1
3539,21500000,886,19.068051,72.89605,2,2,0,1,0,0,0,0,1
3540,16500000,1150,19.15466,72.946656,2,2,0,1,0,0,1,0,1
3541,27500000,1050,19.1746739,72.94310379999999,2,2,0,1,0,0,-1,0,1
3542,22000000,1366,19.098213,72.885079,3,2,2,1,0,2,2,2,1
3543,19000000,761,19.2099437,72.83086920000001,2,2,0,1,0,0,0,0,1
3544,30000000,680,19.08147,72.86251,2,2,0,1,0,0,1,0,1
3546,18000000,1150,19.2539332,72.8672448,2,2,0,1,0,0,2,0,2
3547,23000000,715,19.1297376,72.8291555,2,2,0,1,0,0,2,0,1
3548,23500000,1200,19.119677300000003,72.9050809,2,2,1,1,0,1,0,1,1
3550,16000000,650,19.2099437,72.83086920000001,2,2,0,1,0,0,2,0,1
3551,13000000,980,19.28217,72.87654,4,2,0,1,0,0,1,0,1
3552,18000000,625,19.1297376,72.8291555,2,2,0,1,0,0,0,0,1
3555,20000000,1000,19.07907,72.907976,2,2,0,1,0,0,0,0,1
3556,24000000,1175,19.1297376,72.8291555,2,2,2,1,0,2,0,2,1
3558,17500000,1450,19.044469833374023,72.89131164550781,2,2,1,1,0,1,1,1,1
3559,20000000,1550,19.205001831054688,72.86927032470703,3,3,0,1,0,0,0,0,1
3560,10000000,1120,19.28217,72.87654,3,3,0,1,0,0,-1,0,1
3561,35000000,960,19.019546508789062,72.8382568359375,2,2,0,1,1,0,2,0,1
3563,7200000,692,19.28217,72.87654,2,2,0,1,0,0,1,0,1
3566,1500000,1000,19.077063,72.8840395,3,2,0,1,0,0,1,0,1
3567,38300000,1065,19.1297376,72.8291555,3,3,0,1,1,0,0,0,1
3568,22000000,1200,19.163222,72.849581,3,3,0,-1,0,0,0,0,1
3569,19000000,1035,19.0327996,72.89635679999999,2,2,0,1,0,0,0,0,1
3570,11500000,985,19.1889733,72.8220064,2,2,0,-1,0,0,0,0,1
3572,25000000,1140,19.0799983,72.8545019,3,2,0,1,0,0,1,0,1
3573,14000000,830,19.0908063,72.90766690000001,2,2,0,1,0,0,1,0,1
3575,23000000,1155,19.1154908,72.87269520000001,2,2,0,1,0,0,0,0,1
3576,33000000,1360,19.281782150268555,72.82037353515625,3,3,1,1,0,1,2,1,1
3578,35000000,800,18.97607,72.82728,2,2,0,1,0,0,2,0,1
3579,16000000,800,18.95412,72.83527,2,2,0,1,0,0,0,0,2
3580,27000000,1150,19.2335321,72.839198,3,2,0,1,0,0,1,0,1
3581,15500000,775,19.1405116,72.8421555,2,2,0,1,0,0,2,0,1
3582,5000000,810,19.3448747,72.86786,2,2,0,1,0,0,0,0,1
3583,19000000,1000,19.063770294189453,72.90203094482422,2,2,1,1,0,1,1,1,1
3586,30000000,1430,19.1154908,72.87269520000001,3,3,0,-1,0,0,1,0,1
3587,18000000,1350,19.2099437,72.83086920000001,3,2,0,1,0,0,2,0,1
3588,16500000,850,19.1889733,72.8220064,2,2,0,1,0,0,2,0,1
3589,10500000,1240,19.28217,72.87654,3,3,2,1,0,2,0,2,1
3590,27500000,1400,19.1889733,72.8220064,3,3,0,1,0,0,-1,0,1
3592,25000000,895,19.1154908,72.87269520000001,2,2,0,1,0,0,-1,0,1
3593,15000000,882,19.2234933,72.833157,2,2,0,1,0,0,-1,0,1
3594,20000000,1400,19.088449,72.9074658,3,3,0,1,0,0,-1,0,1
3595,27000000,890,19.0753764,72.86631729999999,2,2,0,1,0,0,-1,0,2
3596,28000000,950,19.1746739,72.94310379999999,2,3,0,1,0,0,2,0,1
3597,15000000,750,19.074712,72.834119,2,2,0,1,0,0,1,0,1
3598,45000000,1400,19.100385,72.850466,2,2,0,1,0,0,1,0,1
3600,8000000,680,19.17417907714844,72.87464904785156,2,2,2,1,0,2,1,2,2
3603,16000000,950,19.0891213,72.88994659999999,2,2,0,1,0,0,2,0,1
3605,17000000,900,19.0327996,72.89635679999999,2,2,0,1,0,0,0,0,1
3608,15700000,850,19.19175,72.84694,2,2,0,1,0,0,2,0,1
3609,25000000,990,19.1746739,72.94310379999999,3,3,0,1,0,0,2,0,2
3610,40000000,880,19.070726,72.836127,2,2,0,1,0,0,1,0,1
3612,18500000,870,19.165226,72.83551,2,2,0,1,0,0,2,0,1
3613,37500000,1235,19.22652053833008,72.85139465332031,2,2,0,1,0,0,1,0,1
3614,19500000,875,19.2099437,72.83086920000001,2,2,0,1,0,0,2,0,1
3616,6500000,950,19.3693345,72.806127,2,2,0,1,0,0,1,0,1
3617,23500000,900,19.1297376,72.8291555,2,2,0,1,0,0,0,0,1
3619,37000000,1000,18.9988745,72.854548,3,3,0,1,0,0,0,0,1
3620,30000000,950,18.963298,72.843294,2,2,0,1,0,0,-1,0,1
3621,17500000,720,19.0327996,72.89635679999999,2,2,0,1,0,0,-1,0,1
3622,27500000,1255,19.028609,72.8794,3,3,0,1,0,0,2,0,1
3623,9500000,650,19.17067,72.93618000000001,2,2,0,1,0,0,1,0,1
3625,22500000,1500,19.1889733,72.8220064,3,3,0,1,0,0,1,0,1
3626,21000000,645,19.0810128,72.8500709,2,2,0,-1,0,0,1,0,1
3628,20500000,1000,19.0908063,72.90766690000001,2,2,0,1,0,0,1,0,1
3630,20000000,850,19.1889733,72.8220064,2,2,0,1,0,0,2,0,1
3631,23000000,1200,19.1746739,72.94310379999999,3,3,0,1,0,0,-1,0,1
3633,22500000,830,19.143878,72.842054,3,2,0,1,0,0,-1,0,1
3635,16000000,1600,19.104651,72.931782,2,2,0,1,0,0,0,0,1
3636,15000000,785,19.06377,72.90203100000001,2,2,0,1,0,0,2,0,1
3637,8640000,950,19.282975,72.87361800000001,2,2,0,-1,0,0,1,0,1
3638,8000000,825,19.282169342041016,72.87654113769531,2,2,0,1,0,0,1,0,1
3639,7100000,910,19.28217,72.87654,2,2,0,1,0,0,0,0,1
3640,7800000,720,19.28217,72.87654,2,2,0,1,0,0,-1,0,1
3642,50000000,1200,19.168995,72.953882,4,4,0,1,0,0,2,0,1
3643,16000000,850,19.13141,72.83313000000001,2,2,0,1,0,0,1,0,2
3645,9000000,1500,19.3785922,72.8275321,3,3,0,1,0,0,0,0,1
3646,15000000,715,19.1590077,72.86927109999999,2,2,0,-1,0,0,0,0,1
3647,16000000,650,19.180237,72.85541490000001,2,2,0,1,0,0,-1,0,1
3649,35000000,750,19.105440139770508,72.84111785888672,2,2,1,1,0,1,2,1,1
3650,21100000,650,19.14724,72.84012,2,2,0,1,0,0,0,0,1
3651,25000000,750,19.13844,72.812187,2,2,0,1,0,0,1,0,1
3654,12500000,600,18.9506004,72.83825470000001,2,3,0,1,0,0,2,0,2
3655,29000000,1150,19.2539332,72.8672448,2,2,0,1,0,0,1,0,1
3656,22000000,700,19.21102,72.87172,2,2,0,-1,0,0,0,0,1
3657,17500000,1014,19.0908063,72.90766690000001,3,2,0,-1,0,0,1,0,1
3659,13500000,750,19.0327996,72.89635679999999,2,2,0,-1,0,0,2,0,1
3660,14000000,800,19.194028,72.816423,2,2,0,1,0,0,1,0,1
3661,22500000,685,19.0472012,72.8722249,2,2,1,1,0,1,2,1,1
3662,7800000,1200,19.2783121,72.8580188,2,3,2,1,0,2,1,2,1
3663,30000000,1300,19.18897247314453,72.82200622558594,3,3,1,1,1,1,1,1,1
3664,14000000,1000,19.07746,72.88044000000001,2,3,0,1,0,0,0,0,1
3666,16000000,700,19.0327996,72.89635679999999,2,2,0,1,0,0,-1,0,1
3668,26000000,1200,19.14413,72.8241,2,2,0,1,0,0,2,0,1
3669,18000000,750,19.2539332,72.8672448,2,2,0,1,0,0,2,0,1
3670,16000000,700,19.1173012,72.8840395,2,2,0,1,0,0,1,0,1
3671,25000000,750,19.17418,72.87465,2,2,0,1,0,0,2,0,1
3672,14500000,650,19.104650497436523,72.9317855834961,2,2,0,1,0,0,1,0,1
3674,6200000,695,19.264582,72.869837,2,2,1,-1,0,1,0,1,1
3677,15000000,730,19.2014,72.83827,2,2,0,1,0,0,-1,0,1
3678,37000000,1200,19.0565448,72.8533941,3,3,0,1,0,0,0,0,1
3679,17500000,900,18.9988745,72.854548,2,2,0,1,0,0,1,0,1
3680,35000000,1050,19.108097,72.832259,3,2,0,-1,0,0,2,0,1
3681,6000000,765,19.39954,72.8604165,2,2,0,1,0,0,-1,0,1
3682,15000000,980,19.2099437,72.83086920000001,2,2,0,1,0,0,0,0,1
3683,8900000,1000,19.28217,72.87654,2,2,0,1,0,0,0,0,1
3684,21000000,875,19.1297376,72.8291555,2,2,0,1,0,0,0,0,1
3685,15000000,1080,19.1889733,72.8220064,2,3,0,-1,0,0,2,0,1
3686,20000000,1000,19.18897247314453,72.82200622558594,2,3,0,1,0,0,2,0,1
3687,14000000,1015,19.149901,72.931134,2,2,0,1,0,0,0,0,1
3689,18000000,725,19.13832,72.81002,2,2,0,1,0,0,2,0,1
3690,30000000,951,19.12419,72.83021,3,2,0,1,0,0,0,0,1
3692,25000000,1028,19.05128,72.89050999999999,3,2,0,1,0,0,2,0,2
3693,23500000,850,19.03028,72.86735999999999,2,2,0,1,0,0,1,0,1
3696,32500000,850,19.071377,72.84022399999999,2,2,0,1,0,0,-1,0,1
3697,11500000,1200,19.17309761047364,72.93585205078125,2,2,1,1,0,1,0,1,1
3698,32500000,1050,19.100385,72.850466,2,2,0,1,0,0,1,0,1
3699,36000000,765,19.1054406,72.8411208,2,2,0,1,0,0,2,0,1
3700,16500000,685,19.166970000000003,72.83154,2,2,0,1,0,0,2,0,1
3701,8500000,835,19.28217,72.87654,2,2,2,1,0,2,1,2,2
3703,22500000,1040,19.079998016357425,72.85449981689453,2,3,0,1,0,0,2,0,1
3704,16000000,625,19.180237,72.85541490000001,2,2,0,1,0,0,-1,0,1
3706,32500000,840,19.09735,72.82689,2,2,0,1,0,0,2,0,1
3707,32500000,1300,19.0815087,72.8376755,3,3,0,1,0,0,0,0,1
3709,22500000,1250,19.131907,72.85563,2,2,0,-1,0,0,0,0,1
3710,13500000,825,19.148110600000003,72.9326923,2,2,0,1,0,0,-1,0,1
3711,16500000,880,19.1762177,72.8616978,2,2,0,1,0,0,2,0,1
3712,22000000,820,19.21339,72.86392,3,2,0,-1,0,0,0,0,1
3713,11500000,1150,19.3693345,72.806127,3,3,0,1,0,0,1,0,1
3714,45000000,1400,18.9734119,72.8207392,2,3,2,1,0,2,-1,2,1
3716,23500000,915,19.2539332,72.8672448,4,2,0,1,0,0,2,0,2
3718,24000000,680,19.0327996,72.89635679999999,2,2,0,1,0,0,1,0,1
3719,30000000,900,19.23177,72.82813,3,3,0,1,0,0,0,0,1
3720,52000000,1390,19.100385,72.850466,3,3,0,1,0,0,-1,0,1
3722,4000000,800,19.3785922,72.8275321,2,2,0,1,0,0,0,0,1
3723,38000000,1000,19.02669906616211,72.85302734375,2,2,0,1,0,0,0,0,1
3724,15000000,920,19.059906,72.8773938,2,2,0,1,0,0,0,0,1
3725,8500000,1065,19.28217,72.87654,2,2,1,1,0,1,1,1,2
3728,17500000,1250,19.222320556640625,72.82238006591797,3,3,0,1,0,0,2,0,1
3729,22500000,950,19.1373633,72.8318507,3,2,0,1,0,0,2,0,1
3730,29900000,780,19.0627565,72.8545019,2,2,0,-1,0,0,1,0,1
3732,16000000,620,19.2099437,72.83086920000001,2,2,0,1,0,0,1,0,1
3733,5700000,770,19.404825,72.8277573,2,2,0,1,0,0,-1,0,1
3735,17000000,1079,19.071989,72.88408199999999,2,2,0,1,0,0,2,0,1
3737,25000000,1100,19.10848045349121,72.86601257324219,2,2,0,-1,0,0,1,0,1
3738,22500000,1111,19.0327996,72.89635679999999,2,2,0,1,0,0,1,0,1
3740,18000000,750,19.07906913757324,72.90797424316406,2,2,1,1,1,1,1,1,1
3741,17000000,970,19.149900436401367,72.93113708496094,2,2,0,1,0,0,1,0,1
3742,9000000,750,19.1560908,72.88395140000002,3,3,0,1,0,0,-1,0,1
3743,9700000,1260,19.28217,72.87654,2,3,0,1,0,0,1,0,1
3744,13899999,1350,19.2099437,72.83086920000001,2,2,0,1,0,0,0,0,1
3745,8300000,600,19.2783121,72.8580188,2,2,0,1,0,0,-1,0,1
3746,22500000,900,19.1297376,72.8291555,2,2,0,1,0,0,0,0,1
3747,16000000,800,19.180237,72.85541490000001,2,2,0,1,0,0,1,0,1
3748,15500000,720,19.2539332,72.8672448,2,2,0,1,0,0,1,0,1
3749,25500000,1000,19.24806,72.85539,2,2,0,1,0,0,0,0,1
3750,9900000,925,19.3047794,72.8604097,2,2,0,1,0,0,2,0,1
3751,6500000,575,19.28217,72.87654,2,2,0,1,0,0,0,0,1
3752,16500000,1000,19.180237,72.85541490000001,3,3,0,1,0,0,2,0,1
3754,20000000,1200,19.149901,72.931134,2,2,0,1,0,0,2,0,1
3757,20000000,800,19.1297376,72.8291555,2,2,0,1,0,0,0,0,1
3758,5500000,800,19.39954,72.8604165,2,2,0,1,0,0,1,0,1
3759,13500000,750,19.2165,72.834128,2,2,0,1,0,0,0,0,1
3760,14000000,740,19.13662,72.93666999999999,2,2,0,1,0,0,1,0,1
3761,14900000,1000,19.151461,72.941653,2,2,0,1,0,0,-1,0,1
3762,18500000,780,19.0799983,72.8545019,2,2,0,1,0,0,2,0,1
3763,24500000,640,19.1297376,72.8291555,2,2,0,1,0,0,1,0,1
3764,23000000,640,19.1297376,72.8291555,2,2,2,-1,0,2,1,2,1
3765,18000000,1230,19.133352,72.930619,3,2,0,1,0,0,2,0,1
3766,20000000,825,19.180237,72.85541490000001,2,2,0,1,0,0,2,0,1
3767,18000000,620,19.08537,72.91069,2,2,0,1,0,0,2,0,1
3768,18000000,850,19.128219604492188,72.86425018310547,2,2,0,1,0,0,0,0,1
3769,18000000,835,19.111895800000003,72.9282468,2,3,0,1,0,0,1,0,1
3771,13000000,1100,19.29467,72.873467,2,2,0,1,0,0,1,0,1
3773,12500000,1060,19.28217,72.87654,2,2,0,1,0,0,-1,0,1
3774,21000000,765,19.07907,72.907976,2,2,0,1,0,0,1,0,1
3775,28500000,1638,19.131577,72.935177,3,4,2,1,0,2,1,2,1
3776,35000000,1500,18.963640100000003,72.8181857,2,2,0,1,0,0,1,0,1
3777,25500000,905,19.1629924,72.83930190000001,2,2,0,1,0,0,0,0,1
3778,30000000,900,19.1373633,72.8318507,2,2,0,1,0,0,1,0,1
3779,15000000,575,19.1297376,72.8291555,2,2,1,1,0,1,2,1,1
3780,6700000,800,19.266384,72.80413,2,2,0,1,0,0,0,0,1
3781,26500000,1030,19.1139359,72.8580594,2,2,0,1,0,0,2,0,1
3782,17500000,900,19.2050017,72.86927109999999,2,2,0,1,0,0,1,0,1
3784,10000000,1200,19.11623,72.93205,2,2,0,1,0,0,0,0,1
3785,23500000,900,19.2335321,72.839198,2,2,2,1,0,2,2,2,1
3786,16200000,860,19.2050017,72.86927109999999,2,2,0,1,0,0,1,0,1
3787,25000000,1160,19.04391098022461,72.8987808227539,2,3,2,1,0,2,2,2,1
3788,9000000,1080,19.28217,72.87654,2,2,0,1,0,0,1,0,1
3790,16500000,700,19.123765,72.859362,2,2,0,1,0,0,-1,0,1
3791,29500000,1000,19.180237,72.85541490000001,3,3,0,1,0,0,2,0,1
3792,6000000,775,19.3643488,72.7924612,2,2,0,1,0,0,0,0,1
3794,9700000,975,19.3047794,72.8604097,2,2,0,-1,0,0,1,0,1
3796,7200000,1100,19.277353,72.8629942,3,2,0,1,0,0,1,0,1
3797,27500000,1300,19.0627565,72.8545019,2,2,2,1,0,2,0,2,1
3798,25000000,1075,19.2273315,72.8637286,2,2,0,1,0,0,1,0,1
3799,32500000,1500,19.1297376,72.8291555,3,4,0,1,0,0,1,0,1
3800,22500000,1300,19.1154908,72.87269520000001,2,3,0,1,0,0,1,0,1
3801,17500000,1295,19.2539332,72.8672448,3,2,0,-1,0,0,2,0,1
3802,8300000,910,19.28217,72.87654,2,2,0,1,0,0,0,0,1
3803,21100000,950,19.111034393310547,72.92391204833984,2,2,0,1,0,0,2,0,1
3804,30000000,1400,19.1154908,72.87269520000001,2,2,1,1,0,1,1,1,1
3805,8500000,900,19.3047794,72.8604097,2,2,0,1,0,0,-1,0,1
3806,23000000,860,19.11730194091797,72.88404083251953,2,2,0,1,0,0,2,0,1
3807,25000000,1100,19.119677300000003,72.9050809,3,3,0,1,0,0,2,0,1
3808,16000000,1000,19.2050017,72.86927109999999,2,2,0,-1,0,0,1,0,1
3810,45000000,1280,19.030876,72.862483,3,3,0,1,0,0,-1,0,1
3811,6000000,800,19.055124,72.9154653,2,2,0,1,0,0,-1,0,1
3812,17500000,815,19.18459,72.83706,2,2,0,1,0,0,1,0,1
3813,17500000,800,19.1154908,72.87269520000001,2,2,1,1,0,1,0,1,1
3815,17900000,1000,19.255380630493164,72.85381317138672,2,2,0,1,0,0,2,0,1
3818,37500000,1650,19.13431,72.93415,3,3,0,1,0,0,1,0,1
3820,13100000,965,19.23177,72.82813,2,2,0,1,0,0,0,0,1
3821,17000000,915,19.1154908,72.87269520000001,2,2,0,1,0,0,1,0,1
3823,22500000,800,19.16407,72.94462,2,2,0,1,0,0,2,0,2
3824,20000000,850,19.1297376,72.8291555,2,2,0,1,0,0,-1,0,1
3827,35000000,1075,19.0799983,72.8545019,3,3,0,1,0,0,1,0,1
3828,13700000,1150,19.209943771362305,72.83087158203125,2,2,2,1,0,2,0,2,1
3830,3800000,600,18.945690155029297,72.82604217529297,2,2,1,1,0,1,0,1,1
3831,15600000,624,19.1889733,72.8220064,2,2,0,-1,1,0,0,0,1
3834,4500000,710,19.3448747,72.86786,3,2,0,1,0,0,1,0,1
3835,50000000,1190,18.9957274,72.8413375,2,2,0,1,0,0,-1,0,1
3836,23000000,1150,19.0151285,72.8580644,3,3,0,1,0,0,2,0,1
3837,38000000,1230,19.11730194091797,72.88404083251953,3,3,2,1,0,2,2,2,1
3838,16000000,745,19.0327996,72.89635679999999,2,2,0,1,0,0,2,0,1
3839,13500000,1000,19.1590077,72.86927109999999,2,2,0,1,0,0,0,0,1
3840,15000000,750,19.2335321,72.839198,3,2,0,1,0,0,0,0,1
3842,15000000,507,19.111895800000003,72.9282468,2,2,0,1,0,0,2,0,1
3843,32000000,800,19.104692,72.85024370000001,3,3,0,1,0,0,-1,0,1
3844,32000000,1050,19.055229,72.83082900000001,2,2,0,1,0,0,1,0,1
3845,6000000,1015,19.3693345,72.806127,2,2,0,1,0,0,1,0,1
3846,26000000,1350,19.1405116,72.8421555,3,3,1,1,0,1,0,1,2
3849,26000000,713,18.963298797607425,72.84329223632812,2,2,2,1,0,2,1,2,1
3850,24000000,820,18.9988745,72.854548,2,2,0,1,0,0,2,0,1
3851,31100000,915,18.96249008178711,72.8174819946289,3,2,1,1,0,1,2,1,1
3852,23000000,1100,19.120089,72.845488,2,2,0,1,0,0,-1,0,1
3853,9500000,600,19.282169342041016,72.87654113769531,2,2,0,1,0,0,1,0,1
3854,7200000,935,19.28217,72.87654,2,2,0,1,0,0,0,0,1
3856,23500000,880,19.1778138,72.9561885,3,3,0,1,0,0,-1,0,2
3858,15000000,647,19.1746075,72.8635767,2,2,1,1,0,1,-1,1,1
3860,21000000,1300,19.1746739,72.94310379999999,2,2,0,1,0,0,-1,0,1
3862,12000000,850,19.045871,72.8573865,2,3,0,1,0,0,1,0,1
3863,12500000,800,19.1956621,72.8748253,2,2,0,1,0,0,-1,0,1
3864,14000000,770,19.149901,72.931134,2,2,0,1,0,0,2,0,1
3865,7700000,1045,19.39954,72.8604165,2,2,1,1,0,1,0,1,1
3866,22500000,657,19.07906913757324,72.90797424316406,2,2,0,-1,0,0,1,0,1
3868,17000000,710,19.0128091,72.851598,2,2,0,1,0,0,0,0,1
3869,18500000,1000,19.22016906738281,72.84635925292969,2,2,0,1,0,0,2,0,1
3870,18000000,900,19.233531951904297,72.83919525146484,3,2,0,1,0,0,0,0,1
3874,49900000,1040,19.05522918701172,72.83082580566406,2,2,2,1,0,2,2,2,1
3877,25200000,1100,19.1746739,72.94310379999999,3,3,0,-1,1,0,1,0,1
3879,13500000,748,19.10005168,72.88491275,2,2,0,1,1,0,-1,0,1
3880,16000000,550,19.0472012,72.8722249,2,2,0,1,0,0,1,0,1
3881,52500000,1200,18.95878028869629,72.8228988647461,3,3,2,1,0,2,2,2,1
3883,26000000,1050,19.1746739,72.94310379999999,3,3,0,-1,0,0,0,0,1
3884,18000000,902,19.032798767089844,72.89635467529297,2,2,0,1,0,0,0,0,1
3885,47500000,1200,19.098821,72.8320717,3,3,2,1,1,2,-1,2,1
3888,13500000,825,19.152517,72.94255,2,2,0,1,0,0,-1,0,1
3889,22500000,1150,19.191842,72.83458123,2,3,0,-1,0,0,0,0,1
