,price,area,latitude,longitude,bedrooms,bathrooms,balcony,status,new_or_old,parking,furnished_status,lift,type_of_building
513,44400000,1275,19.059112,72.907012,4,4,1,-1,1,1,0,1,1
514,35000000,1060,19.11895179748535,72.86408233642578,3,3,0,1,1,0,2,0,1
518,26000000,1130,19.119251251220703,72.86458587646484,2,2,1,1,0,1,2,1,1
519,21000000,930,19.11918830871582,72.86459350585938,2,2,0,1,0,0,1,0,1
520,22700000,1250,19.114625930786133,72.88469696044922,2,2,1,1,0,1,2,1,1
521,22200000,975,19.213977813720703,72.85509490966797,2,2,0,1,0,0,2,0,1
524,32000000,1365,19.0013826,72.84845279999999,2,2,0,1,0,0,-1,0,1
526,18500000,1100,19.098074,72.91985,2,2,1,1,0,1,-1,1,1
527,25000000,1300,19.04720115661621,72.87222290039062,2,2,1,1,0,1,0,1,1
529,15500000,1000,19.06911277770996,72.8978271484375,2,2,0,1,0,0,0,0,1
530,6000000,770,19.404825,72.8277573,2,2,1,1,1,1,-1,1,1
531,21000000,920,19.0810128,72.8500709,2,2,0,1,0,0,-1,0,1
532,53000000,1551,19.019546508789062,72.8382568359375,3,3,0,1,0,0,1,0,1
533,16700000,1086,19.119677300000003,72.9050809,2,2,1,-1,1,1,1,1,1
534,29200000,1587,19.053946,72.885286,3,3,0,-1,1,0,1,0,1
536,31500000,960,18.995232,72.847578,2,2,0,1,1,0,-1,0,1
540,40000000,1250,19.006180342037,72.8286779623475,2,2,0,1,0,0,-1,0,1
541,27200000,1315,19.015415,72.86014899999999,3,3,0,1,0,0,-1,0,1
542,16500000,1010,19.0327987670898,72.896354675293,2,2,1,1,0,1,0,1,1
544,25000000,1350,19.19038,72.83293,3,3,0,1,0,0,0,0,1
548,13200000,700,19.136807,72.930675,2,2,0,1,1,0,-1,0,1
549,33900000,960,18.995232,72.847578,2,2,0,1,0,0,1,0,1
550,21500000,1125,19.2050017,72.86927109999999,2,2,0,1,0,0,-1,0,1
551,14000000,750,19.182497,72.941191,2,2,0,1,0,0,-1,0,1
552,22500000,781,19.1595755,72.9465747,3,2,2,1,0,2,-1,2,1
553,20000000,1245,19.1852372,72.9487585,2,2,0,1,1,0,0,0,1
554,20000000,1100,19.079998016357425,72.85449981689453,2,2,0,1,0,0,2,0,1
555,41500000,1356,19.0287285,72.8441629,4,3,0,1,0,0,1,0,2
556,39000000,1500,19.05634,72.91731999999999,3,3,2,1,0,2,0,2,1
557,20000000,1000,19.213815689086918,72.85486602783203,2,2,0,1,0,0,0,0,1
559,20800000,809,19.12998,72.933221,2,2,2,1,1,2,-1,2,1
561,16399999,1000,19.185937300000003,72.9425994,2,2,0,1,0,0,-1,0,1
562,24000000,1241,19.174673080444336,72.94310760498047,3,3,0,1,0,0,0,0,1
563,17500000,980,19.05128,72.89050999999999,2,2,0,1,0,0,2,0,1
564,38000000,1448,19.100385,72.850466,2,2,0,1,1,0,-1,0,1
565,12000000,750,19.18045,72.94293,2,2,1,1,0,1,-1,1,1
567,14200000,990,19.207669,72.833345,2,2,0,1,0,0,-1,0,1
568,55000000,1450,19.019547,72.83825470000001,3,3,2,1,0,2,2,2,2
570,19000000,1275,19.207013957875898,72.87943298291121,3,3,1,1,0,1,-1,1,1
571,19000000,800,19.0908063,72.90766690000001,2,2,0,1,1,0,-1,0,1
572,17500000,915,19.1171775,72.8848865,2,2,0,1,0,0,-1,0,1
573,30000000,812,18.989957,72.840012,2,2,1,1,0,1,-1,1,1
574,29000000,1568,19.1345125,72.86339834,3,3,0,1,0,0,-1,0,1
575,31500000,1006,19.2052078,72.8633728,3,3,0,-1,0,0,0,0,1
576,17500000,750,19.1224809,72.8454287,2,2,2,1,0,2,-1,2,1
577,15000000,1688,19.169193267822266,72.86290740966797,3,3,1,1,0,1,0,1,1
578,14900000,1150,19.11888313293457,72.86392974853516,2,2,0,1,0,0,0,0,1
580,9500000,600,19.209943771362305,72.83087158203125,2,2,1,1,0,1,2,1,2
582,29000000,1600,19.20249938964844,72.82256317138672,3,3,0,1,0,0,0,0,1
583,16000000,620,19.1889733,72.8220064,2,2,0,1,0,0,-1,0,1
584,22500000,700,19.1297376,72.8291555,3,2,0,1,0,0,2,0,1
585,32000000,780,19.028728485107425,72.84416198730469,2,3,0,1,1,0,2,0,2
586,22500000,900,18.9967988,72.8451287,2,2,0,1,0,0,-1,0,2
588,21000000,1260,19.0908063,72.90766690000001,3,2,0,1,0,0,-1,0,1
589,31000000,1500,19.1417103470197,72.8419157226747,3,4,0,1,1,0,-1,0,1
590,18700000,1100,19.1164838,72.8853956,3,3,0,1,0,0,-1,0,2
592,18500000,1275,19.1889733,72.8220064,3,3,1,1,0,1,0,1,1
593,16000000,1200,19.1629924,72.83930190000001,3,2,0,1,0,0,1,0,1
594,16500000,1050,19.13703155517578,72.93144989013672,2,2,0,1,0,0,0,0,1
595,45000000,800,19.1590077,72.86927109999999,3,4,0,1,0,0,2,0,1
596,19000000,900,19.1183192,72.8378676,2,2,0,1,0,0,-1,0,1
597,18000000,940,19.07907,72.907976,2,2,0,1,0,0,-1,0,1
599,50000000,1820,19.03953742980957,72.89562225341797,2,3,0,1,0,0,0,0,1
602,15000000,800,19.18474407452468,72.83814964341965,2,2,0,1,0,0,2,0,1
604,19000000,1100,19.071989,72.88408199999999,2,2,1,1,0,1,-1,1,1
605,14500000,1100,19.16332,72.94913000000001,2,2,0,1,0,0,-1,0,1
606,31000000,1240,19.1795597076416,72.86117553710938,3,3,1,1,0,1,1,1,1
607,22500000,900,19.1610214,72.9297512,2,2,0,1,0,0,-1,0,1
608,21600000,1200,19.0799983,72.8545019,2,2,1,1,0,1,2,1,1
613,18000000,735,19.1746739,72.94310379999999,2,2,1,1,0,1,-1,1,1
614,30000000,905,19.10072562862488,72.85056592394254,2,2,1,1,0,1,0,1,1
615,22500000,855,19.118968963623047,72.86405944824219,2,2,0,1,0,0,2,0,1
616,27500000,792,19.1154899597168,72.87269592285156,3,3,0,1,1,0,2,0,1
619,16000000,720,19.1173012,72.8840395,2,2,0,1,0,0,2,0,1
620,21000000,1491,19.09846862,72.88613072,3,3,1,1,0,1,-1,1,1
621,11000000,920,19.058354100000003,72.8802798,2,2,0,1,0,0,-1,0,1
622,23000000,800,19.0799983,72.8545019,2,2,0,1,0,0,0,0,1
624,15000000,590,19.0327996,72.89635679999999,2,2,0,1,0,0,1,0,1
626,13500000,790,19.15896,72.93373000000001,2,2,1,1,0,1,-1,1,1
627,14000000,1425,19.292746666666694,72.8713433333333,3,3,0,1,0,0,-1,0,1
628,17500000,1000,19.09080696105957,72.90766906738281,2,2,0,1,0,0,1,0,1
629,8300000,715,19.21339,72.93141999999999,2,2,1,1,0,1,1,1,1
630,25000000,1070,18.992520000000003,72.84716,2,2,0,1,0,0,2,0,1
632,7000000,600,19.28217,72.87654,2,2,0,1,0,0,0,0,1
633,34000000,850,19.0627565,72.8545019,2,2,0,1,0,0,0,0,1
634,12000000,920,19.058354100000003,72.8802798,2,2,2,1,0,2,-1,2,2
636,16500000,1300,19.11730194091797,72.88404083251953,4,3,0,1,0,0,2,0,1
637,40000000,1600,19.247234344482425,72.85005187988281,4,4,0,1,1,0,1,0,1
638,26000000,700,19.046912,72.90759,2,2,0,-1,1,0,0,0,1
644,14000000,1063,19.124859342493,72.88806860986558,2,2,0,1,1,0,-1,0,2
646,17000000,1145,19.206448,72.8233516980957,2,2,2,1,0,2,-1,2,1
647,18500000,1005,19.2050017,72.86927109999999,2,2,0,1,0,0,1,0,1
648,4600000,710,19.3602150985917,72.847646,2,2,0,1,0,0,-1,0,1
649,12600000,1058,19.155673,72.94114300000001,2,2,0,-1,0,0,1,0,1
650,40000000,1000,19.0008985876886,72.8389541842401,3,3,0,1,0,0,-1,0,1
651,8500000,910,19.296263,72.86179200000001,2,2,0,1,0,0,1,0,1
652,17000000,930,19.0561802,72.9080628,2,2,0,-1,0,0,0,0,1
653,50000000,834,18.9918227986647,72.841247747115,2,2,0,1,0,0,-1,0,1
654,24000000,1268,19.0227395,72.8653824,2,2,0,1,0,0,-1,0,1
655,25000000,1209,19.2062083,72.87253100000001,2,2,1,1,0,1,-1,1,1
656,19500000,990,19.10859,72.83335,2,2,0,1,0,0,1,0,1
658,9000000,795,19.28217,72.87654,2,2,0,1,0,0,2,0,1
660,24500000,1316,19.046912,72.90759,3,3,1,1,0,1,-1,1,1
661,11500000,950,19.058354100000003,72.8802798,2,2,0,-1,0,0,0,0,1
662,27500000,1400,19.134302,72.8262572,3,2,1,1,0,1,-1,1,1
664,14500000,840,19.2110349093203,72.8623646039943,2,2,0,1,0,0,-1,0,1
666,8230000,882,19.26231203,72.87409673,2,2,0,1,0,0,-1,0,1
668,16000000,930,19.062699,72.892612,2,3,0,1,0,0,-1,0,1
669,13000000,915,19.2069605,72.879858,2,2,0,1,0,0,-1,0,1
670,15000000,1080,19.2149599,72.81775490000001,2,2,0,1,0,0,-1,0,1
671,15500000,620,19.07906913757324,72.90797424316406,2,2,0,1,1,0,1,0,1
672,27500000,700,19.038438,72.84199090000001,2,2,1,1,0,1,1,1,1
673,14000000,850,19.1711831,72.9350963,2,2,0,1,0,0,-1,0,1
674,13100000,1425,19.292746666666694,72.8713433333333,3,3,0,1,0,0,-1,0,1
675,10000000,975,19.280521392822266,72.85856628417969,2,2,0,1,0,0,1,0,1
676,11100000,557,19.205378,72.824021,2,2,0,-1,0,0,0,0,1
679,28000000,1920,19.128953,72.9298045,3,4,2,1,0,2,1,2,1
682,42500000,1672,18.9984209,72.8426858,3,3,0,1,1,0,-1,0,1
683,36000000,760,18.982164,72.827559,2,2,1,-1,1,1,1,1,1
684,12600000,1060,19.13449,72.92645999999999,2,2,0,-1,1,0,0,0,1
685,28000000,1024,19.0537162,72.874589,3,3,0,-1,1,0,1,0,1
686,17800000,1265,19.046604,72.90821600000001,2,2,0,-1,1,0,0,0,1
687,13600000,874,19.210253,72.836714,2,2,0,-1,1,0,0,0,1
688,27500000,1323,19.1184266,72.8958535,3,3,0,-1,1,0,0,0,1
689,19000000,1550,19.1345125,72.86339834,3,3,0,-1,0,0,0,0,1
690,12500000,955,19.05128,72.89050999999999,2,2,1,-1,1,1,1,1,1
691,11700000,900,19.210253,72.836714,2,2,0,-1,1,0,0,0,1
692,17100000,1000,19.152833,72.93755,2,2,0,-1,1,0,0,0,1
695,19000000,1372,19.17298506,72.86975392,3,3,1,-1,1,1,0,1,1
696,22500000,805,19.191842,72.83458123,2,2,0,-1,1,0,0,0,1
697,13500000,600,19.0151285,72.8580644,2,2,1,-1,1,1,1,1,1
698,25500000,1300,19.141978,72.812312,2,2,1,-1,1,1,0,1,1
701,12500000,568,19.175295,72.95611600000001,2,2,0,-1,1,0,0,0,1
702,12500000,900,19.1296705,72.931658,2,2,0,-1,1,0,0,0,1
703,51800000,1300,19.05749,72.850961,3,3,1,-1,1,1,0,1,1
705,17600000,750,19.12886619567871,72.8330307006836,2,2,0,-1,1,0,0,0,1
707,16500000,753,19.1595755,72.9465747,3,2,0,-1,1,0,0,0,1
712,28000000,672,18.9953333,72.8300383,2,2,1,-1,1,1,0,1,1
713,22500000,761,19.034408300000003,72.889042,2,2,1,-1,1,1,1,1,1
714,33000000,1200,19.2248756,72.86314300000001,3,3,0,-1,0,0,0,0,1
715,35000000,1520,19.04094,72.86528100000001,2,2,0,-1,1,0,0,0,1
716,20000000,700,19.0128091,72.851598,2,2,1,-1,1,1,0,1,1
717,23400000,850,19.02935005594641,72.88030444699154,3,3,1,-1,1,1,1,1,1
718,14000000,1090,19.21104,72.869411,2,2,1,-1,1,1,0,1,1
719,45000000,1820,19.17231,72.87262,3,3,2,1,1,2,0,2,1
720,13799999,645,19.133092,72.93475,2,2,0,1,1,0,-1,0,1
723,15300000,1159,19.063472879806,72.8813292791734,2,2,2,1,1,2,-1,2,1
724,18600000,1250,19.220761,72.85809499999999,2,2,0,-1,1,0,0,0,1
725,31200000,1782,19.1889733,72.8220064,3,3,0,1,0,0,-1,0,1
726,9340000,682,19.104650497436523,72.9317855834961,2,2,0,-1,0,0,1,0,1
727,23700000,1500,19.13449,72.92645999999999,3,3,1,-1,1,1,0,1,1
728,13200000,1200,19.213054,72.81889100000001,2,2,1,-1,1,1,0,1,1
729,19500000,1700,19.25393295288086,72.86724853515625,3,3,2,-1,1,2,0,2,1
730,19900000,1002,19.21305274963379,72.81889343261719,3,3,0,-1,1,0,0,0,1
731,26000000,660,19.037694,72.84029,2,2,1,-1,1,1,0,1,1
732,31700000,1295,19.0472012,72.8722249,2,3,2,-1,1,2,1,2,1
733,45500000,1705,19.04094,72.86528100000001,3,4,0,-1,1,0,0,0,1
735,18500000,1330,19.2052078,72.8633728,2,2,1,-1,0,1,0,1,1
736,37000000,1650,19.0013826,72.84845279999999,3,3,1,-1,0,1,2,1,1
739,17000000,850,19.206801,72.848506,2,2,2,-1,1,2,0,2,1
740,14200000,1250,19.213054,72.81889100000001,2,2,1,-1,0,1,0,1,1
741,24000000,1150,19.1549192106419,72.84356576222049,2,2,0,-1,1,0,1,0,1
743,14500000,645,19.17067,72.93618000000001,2,2,2,-1,1,2,1,2,1
744,14500000,721,19.068050384521484,72.89604949951172,2,2,0,-1,1,0,0,0,1
745,17400000,1100,19.21104,72.869411,2,2,0,-1,1,0,0,0,1
747,13500000,720,19.1296705,72.931658,2,2,0,-1,0,0,0,0,1
748,28800000,1247,19.1137131,72.86100970000001,2,2,1,-1,1,1,0,1,1
749,18500000,1150,19.227678298950195,72.84342193603516,2,2,0,-1,1,0,0,0,1
753,19000000,1000,19.1733748299616,72.8684461800584,2,2,0,1,0,0,-1,0,1
754,32500000,1115,18.9991177205932,72.8448386426703,2,2,1,1,0,1,-1,1,1
756,17100000,1050,19.0508715,72.9141782,2,2,0,1,0,0,-1,0,1
757,24500000,1380,19.1743133403834,72.838189899349,3,3,1,1,0,1,-1,1,1
758,20000000,700,19.090567,72.834885,2,2,0,1,0,0,-1,0,1
759,24000000,950,19.22184,72.84352,3,3,0,1,0,0,0,0,1
760,17300000,795,19.2142355,72.87615140000001,2,2,0,1,0,0,-1,0,1
761,27500000,1105,19.1652117,72.84252912,2,2,2,1,1,2,-1,2,1
762,25000000,1490,19.1040673,72.91767840000001,3,3,0,1,0,0,-1,0,1
763,14500000,1150,19.17612419,72.88053823,2,2,1,1,0,1,-1,1,1
765,23000000,790,19.126493109835103,72.8293271354831,2,2,0,1,0,0,-1,0,1
766,7100000,764,19.153299,72.88662099999999,2,2,1,1,0,1,-1,1,1
767,30000000,1290,19.029439,72.87925899999999,2,2,1,1,1,1,-1,1,1
768,13500000,1100,19.233531951904297,72.83919525146484,2,3,0,1,0,0,0,0,1
770,44000000,1820,19.1590077,72.86927109999999,3,3,2,1,0,2,1,2,1
771,45000000,1400,19.108097076416016,72.83226013183594,3,4,0,1,0,0,0,0,1
773,47500000,1580,19.12972640991211,72.82823944091797,3,3,1,1,0,1,0,1,1
774,24000000,1404,19.1547839,72.8540607,2,2,2,1,0,2,-1,2,1
775,14100000,1001,19.10005168,72.88491275,2,2,0,-1,1,0,0,0,1
776,32500000,1650,19.1652117,72.84252912,3,3,0,1,0,0,-1,0,1
780,18000000,950,19.122307,72.89599270000001,2,2,0,1,0,0,-1,0,1
781,6800000,765,19.15117,72.89089,2,2,0,1,0,0,0,0,1
785,29500000,1800,19.214155,72.872227,3,3,1,-1,1,1,1,1,1
786,27500000,1000,19.22184,72.84352,3,3,0,-1,1,0,0,0,1
788,15000000,850,19.210841,72.8755987441594,2,2,2,1,0,2,-1,2,1
789,43000000,1500,19.09882164001465,72.83206939697266,3,3,0,1,1,0,0,0,1
790,24900000,1100,19.1227970123291,72.82485961914062,2,2,0,1,1,0,2,0,1
792,15000000,1000,19.233531951904297,72.83919525146484,3,2,0,1,0,0,0,0,1
793,55000000,1450,19.02669906616211,72.85302734375,3,3,0,1,0,0,1,0,1
794,13000000,966,19.1110345,72.9239095,2,2,0,-1,1,0,0,0,1
795,18000000,1350,19.10919095,72.88469140000001,2,2,0,1,1,0,-1,0,1
796,24000000,1379,19.1296705,72.931658,3,4,1,1,1,1,-1,1,1
797,11500000,890,19.068051,72.89605,2,2,0,1,0,0,-1,0,1
798,29000000,1350,19.210841,72.8755987441594,3,3,2,1,0,2,-1,2,1
800,17500000,1000,19.1733748299616,72.8684461800584,2,2,0,1,0,0,-1,0,1
801,22000000,1050,19.1055278,72.897757,2,2,1,1,0,1,-1,1,1
803,45500000,1550,19.15038469,72.82855247,3,3,0,1,0,0,-1,0,1
804,49000000,1350,19.0555163184335,72.8321900572049,2,2,0,1,1,0,-1,0,1
806,14500000,925,19.1538862,72.8341385,2,2,1,1,0,1,-1,1,1
807,21000000,1200,19.2185629,72.85841717,3,3,0,1,1,0,-1,0,2
808,14800000,1110,19.196419,72.857878,2,2,0,-1,1,0,0,0,1
809,30000000,1860,19.152852,72.840615,3,3,2,1,0,2,-1,2,1
811,24000000,1250,19.172554,72.941937,3,2,2,1,0,2,0,2,1
812,18500000,763,19.1595755,72.9465747,2,2,1,1,0,1,-1,1,2
815,16000000,860,19.0908063,72.90766690000001,3,2,0,1,0,0,2,0,1
819,4000000,900,19.16009,72.92453,2,2,0,1,0,0,0,0,1
820,15500000,967,19.174673080444336,72.94310760498047,2,2,0,1,0,0,1,0,1
821,9500000,1610,19.3693345,72.806127,3,2,1,1,0,1,1,1,2
822,20500000,1010,19.1590077,72.86927109999999,2,2,0,1,0,0,0,0,1
823,40000000,1350,19.0128091,72.851598,3,3,0,1,0,0,2,0,1
826,32500000,1500,19.129006,72.83744300000001,3,4,0,1,0,0,-1,0,1
827,4950000,648,19.1996701,72.8580561,2,2,1,1,0,1,-1,1,1
828,13000000,585,19.2100454,72.8183494,2,2,0,1,0,0,2,0,1
829,19600000,1290,19.205736,72.87253100000001,2,2,0,1,0,0,-1,0,1
832,35500000,787,19.0266983,72.85302490000001,2,2,0,1,0,0,2,0,1
834,19000000,1233,19.1476838975787,72.9345592459361,2,2,1,1,1,1,-1,1,1
835,13000000,765,19.0908063,72.90766690000001,2,2,0,1,0,0,0,0,1
836,17000000,1000,19.112592000000003,72.896237,2,2,2,1,0,2,-1,2,1
837,14500000,545,19.209943771362305,72.83087158203125,2,2,0,1,0,0,1,0,1
839,8150000,628,19.26231203,72.87409673,2,2,2,-1,0,2,1,2,1
840,40000000,1248,19.0013826,72.84845279999999,2,2,2,1,1,2,-1,2,1
843,17000000,1050,19.2523379,72.849549,2,2,0,-1,0,0,0,0,1
844,12500000,1600,19.2783121,72.8580188,3,3,1,1,0,1,-1,1,1
845,16000000,1026,19.16918563842773,72.9357681274414,2,2,0,1,1,0,0,0,1
846,24000000,1170,19.1451617,72.8201661,2,2,0,1,0,0,-1,0,1
847,22500000,1050,19.22833,72.86658,2,2,1,1,0,1,0,1,1
848,9100000,650,19.1119,72.89604,2,2,2,1,0,2,0,2,1
849,16000000,1500,19.158048040920104,72.9369262709775,2,2,0,1,0,0,-1,0,1
852,38000000,930,19.0158306,72.82939209999999,2,2,0,1,0,0,0,0,1
853,11000000,535,19.18897247314453,72.82200622558594,2,2,0,1,1,0,2,0,1
854,13000000,900,19.1499462,72.9422345,2,2,0,1,0,0,-1,0,1
855,12000000,750,19.22889,72.82409,2,2,0,1,0,0,0,0,1
856,7500000,850,19.2783121,72.8580188,2,2,2,1,0,2,0,2,1
857,18000000,985,19.03199958801269,72.90070343017578,2,2,0,1,0,0,2,0,1
858,20000000,750,19.147872924804688,72.84236907958984,2,2,1,1,0,1,2,1,1
859,32500000,1675,19.157350540161133,72.95073699951172,3,3,1,1,0,1,1,1,1
860,16500000,648,19.10005168,72.88491275,2,2,0,1,0,0,-1,0,1
861,7500000,765,19.278546,72.870655,2,2,0,1,0,0,-1,0,1
862,40000000,1300,19.01751708984375,72.84711456298828,3,3,0,1,0,0,2,0,1
863,15000000,920,19.1889733,72.8220064,2,2,0,1,0,0,1,0,2
864,17000000,550,19.129737854003903,72.82915496826172,2,2,1,1,0,1,0,1,1
865,15000000,860,19.187396,72.9399822,2,2,0,1,0,0,-1,0,1
866,7000000,750,19.29281178,72.86665518,2,2,1,1,0,1,-1,1,1
868,23500000,1130,19.25231421,72.85078722,3,3,0,1,0,0,-1,0,1
870,14000000,1062,19.1391659,72.7915215,2,2,0,1,0,0,-1,0,1
872,27000000,1200,19.184664,72.836473,2,2,2,1,0,2,-1,2,1
875,51500000,1632,19.13844,72.812187,3,3,1,1,0,1,-1,1,1
876,35000000,1640,19.1297376,72.8291555,3,3,0,1,0,0,1,0,1
878,27500000,1079,19.051380157470703,72.86726379394531,2,2,0,1,0,0,2,0,1
879,32500000,1800,19.1855878,72.9493718,3,3,1,1,0,1,-1,1,1
880,29000000,1650,19.16048049926757,72.94487762451172,3,3,1,1,0,1,2,1,2
881,13799999,800,19.25584,72.86565,2,2,0,1,0,0,2,0,1
882,16200000,975,19.2050017,72.86927109999999,2,2,0,1,0,0,-1,0,1
884,17200000,1150,19.1181,72.89485,2,2,0,1,0,0,2,0,1
885,15000000,800,19.20157681,72.82419475,2,2,0,1,0,0,-1,0,1
886,14200000,960,19.2977396,72.87049559999998,2,2,0,1,0,0,-1,0,1
887,37500000,1600,19.083066940307614,72.9052734375,3,3,0,1,1,0,0,0,1
889,18500000,850,19.210628509521484,72.84156036376953,2,2,0,1,0,0,0,0,1
890,25000000,1368,19.166696,72.937422,3,3,1,1,1,1,-1,1,1
892,8000000,940,19.2967192,72.87544659999999,2,2,0,1,0,0,-1,0,1
893,15000000,1688,19.15578269958496,72.88719940185547,3,3,1,1,0,1,0,1,1
895,13000000,825,19.152517,72.94255,2,2,0,1,0,0,-1,0,1
898,17500000,850,19.230558395385746,72.85283660888672,2,2,1,1,0,1,0,1,1
899,15500000,800,19.1154899597168,72.87269592285156,2,2,0,1,1,0,2,0,1
900,10500000,850,19.089120864868164,72.88994598388672,2,2,2,1,0,2,1,2,1
902,11000000,1200,19.221725463867188,72.83316802978516,3,2,1,1,0,1,0,1,1
903,22000000,668,19.201963600000003,72.8578543,2,2,0,1,0,0,-1,0,1
904,21100000,1150,19.11911392211914,72.86406707763672,2,2,1,1,0,1,0,1,1
906,6800000,780,19.21221923828125,72.82118225097656,2,2,1,1,0,1,0,1,1
907,10300000,1035,19.28217,72.87654,2,2,0,1,0,0,1,0,1
908,11800000,800,19.14533,72.84138,2,2,0,1,0,0,-1,0,1
909,6600000,1050,19.14989,72.92631,2,2,1,1,0,1,0,1,1
910,11700000,800,19.104651,72.931782,2,2,0,1,0,0,-1,0,1
911,18800000,950,19.1192445,72.8996312,2,2,0,1,1,0,-1,0,2
912,35000000,1065,18.9794658,72.82926309999999,2,2,0,1,0,0,-1,0,1
913,18000000,900,19.105027,72.886884,2,2,0,1,0,0,1,0,1
914,18500000,1350,19.077063,72.8840395,2,4,1,1,0,1,-1,1,1
915,17000000,970,19.2335321,72.839198,2,2,0,1,0,0,-1,0,1
917,18000000,750,19.1889733,72.8220064,2,2,2,1,0,2,-1,2,1
918,18500000,1045,19.141983,72.9309595,2,2,0,1,0,0,-1,0,2
920,17000000,760,19.1244725527693,72.8522472936752,2,2,0,1,0,0,-1,0,1
923,5200000,865,19.397359,72.842721,2,2,0,1,0,0,-1,0,1
924,14000000,750,19.217369079589844,72.83026123046875,2,2,0,1,0,0,1,0,1
925,41000000,1700,19.162992477416992,72.83930206298828,4,3,0,1,0,0,2,0,1
926,13500000,835,19.18343,72.858513,2,2,2,1,0,2,-1,2,1
927,35000000,1200,19.18897247314453,72.82200622558594,3,2,0,1,0,0,2,0,1
928,36500000,1050,19.07907,72.907976,3,3,0,1,0,0,0,0,1
929,9500000,985,19.28217,72.87654,2,2,0,1,0,0,1,0,1
930,17000000,644,19.0516535,72.8689942,2,2,0,1,0,0,1,0,1
931,35000000,1300,19.1077728874082,72.89723402507059,3,2,1,1,1,1,-1,1,1
932,27000000,1120,19.2099947,72.86675079999999,3,2,0,1,0,0,1,0,1
933,30000000,640,19.059559,72.839178,2,2,0,1,0,0,0,0,1
936,15000000,852,19.141983,72.9309595,2,2,1,1,0,1,-1,1,1
938,27000000,1275,19.0248623135139,72.8665752942687,3,3,0,1,0,0,-1,0,1
939,17000000,1031,19.16885607,72.87786054,2,2,0,1,1,0,-1,0,1
940,17000000,1045,19.1459912,72.9358684,2,2,0,1,0,0,-1,0,2
941,20500000,920,19.099437,72.84241899999999,2,2,0,1,0,0,-1,0,1
943,7000000,890,19.28217,72.87654,2,2,0,1,0,0,0,0,1
945,20000000,1000,19.2335321,72.839198,2,2,2,1,0,2,1,2,1
946,47500000,1250,19.019546508789062,72.8382568359375,3,3,0,1,0,0,0,0,1
949,45000000,1840,19.1154899597168,72.87269592285156,4,4,0,1,0,0,1,0,1
950,20000000,1200,19.177220805592,72.8705878488227,2,2,1,1,0,1,-1,1,1
951,35000000,1335,19.194356,72.83081899999999,3,3,1,1,0,1,-1,1,1
952,16500000,930,19.10265422,72.88645864,2,2,0,1,0,0,-1,0,1
953,18000000,1100,18.968408584594727,72.8310546875,2,3,1,1,1,1,0,1,1
954,16000000,950,19.1746739,72.94310379999999,2,2,0,1,0,0,0,0,1
955,18000000,1150,19.1154908,72.87269520000001,2,2,0,1,0,0,1,0,1
956,25000000,1050,19.072039,72.8613518,3,2,1,1,0,1,-1,1,1
960,18000000,1600,19.27831268310547,72.85801696777344,2,2,1,1,0,1,2,1,1
961,7000000,675,19.282133102416992,72.86373138427734,2,2,0,1,0,0,1,0,1
962,22000000,950,19.115297,72.839762,2,2,0,1,0,0,-1,0,1
965,27500000,1060,19.2273315,72.8637286,3,3,0,1,0,0,2,0,1
966,16500000,820,19.087609,72.89471800000001,2,2,0,1,0,0,-1,0,1
967,17000000,649,19.08565,72.90822,2,2,0,1,0,0,0,0,1
968,18500000,623,19.07907,72.907976,2,2,0,1,0,0,1,0,1
972,19500000,845,19.1297376,72.8291555,2,2,0,1,0,0,2,0,1
973,22000000,1300,19.093535,72.91149,3,2,0,1,0,0,-1,0,1
974,17000000,560,19.1384391784668,72.81218719482422,2,2,0,1,1,0,1,0,1
975,40000000,1300,19.026734,72.85534100000001,3,3,1,1,0,1,2,1,1
976,16500000,890,19.2099437,72.83086920000001,2,2,0,1,0,0,1,0,1
977,13500000,545,19.2335321,72.839198,2,2,0,1,0,0,0,0,1
978,17500000,850,19.1889733,72.8220064,2,2,0,1,0,0,2,0,1
979,16500000,1660,19.16265,72.88384,3,3,1,1,0,1,2,1,1
980,20000000,1075,19.079998016357425,72.85449981689453,2,2,1,-1,0,1,0,1,1
981,21500000,1150,19.1173012,72.8840395,2,2,0,1,0,0,1,0,1
982,35000000,854,19.40499415,72.82349258,2,3,0,1,0,0,-1,0,1
983,10000000,910,19.3047794,72.8604097,2,2,0,1,0,0,-1,0,1
984,24000000,1030,19.2038262,72.86918990000001,2,2,0,-1,0,0,0,0,1
985,20000000,885,19.1741063832625,72.87221706723409,2,2,1,1,0,1,-1,1,1
988,22500000,1829,19.1962585940924,72.8727150125604,4,4,0,1,0,0,-1,0,1
992,24000000,1090,19.121311,72.83954200000001,2,2,0,1,0,0,-1,0,1
993,15000000,800,19.1242932,72.9212788,2,2,0,1,0,0,-1,0,1
994,25000000,1065,19.116300944375464,72.83220084466467,2,2,0,1,0,0,-1,0,1
996,17500000,740,19.1066791,72.915486,2,2,0,1,0,0,-1,0,1
997,16500000,850,19.151251663483897,72.9404746361464,2,2,0,1,1,0,-1,0,1
999,20000000,1100,19.09698958,72.88535274,2,2,1,-1,0,1,-1,1,1
1000,34500000,1200,19.051037,72.894389,3,2,0,1,0,0,-1,0,1
1001,5500000,825,19.39953994750977,72.86042022705078,2,2,0,1,0,0,0,0,1
1004,19000000,1079,19.195988,72.868512,2,2,0,1,1,0,-1,0,1
